"Name","Live Bytes","Live Objects"
"org.springframework.core.convert.support.StringToUUIDConverter","32 B (0 %)","2 (0 %)"
"org.apache.commons.logging.LogAdapter$LogApi[]","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.YearMonthDeserializer","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToCharacterConverter","32 B (0 %)","2 (0 %)"
"java.util.IdentityHashMap$Values","32 B (0 %)","2 (0 %)"
"org.springframework.beans.factory.config.RuntimeBeanReference","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.log.UserDataHelper$Mode[]","32 B (0 %)","1 (0 %)"
"jdk.internal.logger.BootstrapLogger$LoggingBackend[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.MonthDayFormatter","32 B (0 %)","2 (0 %)"
"java.lang.ThreadGroup[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.MonthFormatter","32 B (0 %)","2 (0 %)"
"org.springframework.beans.propertyeditors.ClassArrayEditor","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.node.JsonNodeFactory","32 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.collections.ManagedConcurrentWeakHashMap","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.EnumToIntegerConverter","32 B (0 %)","2 (0 %)"
"org.springframework.beans.factory.support.NullBean","32 B (0 %)","2 (0 %)"
"ch.qos.logback.classic.pattern.ThreadConverter","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.annotation.JsonInclude$Value","32 B (0 %)","1 (0 %)"
"java.util.stream.MatchOps$MatchKind[]","32 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.JsonViewResponseBodyAdvice","32 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace[]","32 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.DispatcherGenerator","32 B (0 %)","2 (0 %)"
"org.springframework.context.annotation.AnnotatedBeanDefinitionReader","32 B (0 %)","1 (0 %)"
"org.attoparser.config.ParseConfiguration$PrologPresence[]","32 B (0 %)","1 (0 %)"
"sun.security.provider.PolicyFile$PolicyInfo","32 B (0 %)","1 (0 %)"
"java.util.stream.StreamShape[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.NioChannel$1","32 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.Repository","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.PeriodFormatter","32 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.jmx.ParentAwareNamingStrategy","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToZonedDateTimeConverter","32 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.threads.LimitLatch","32 B (0 %)","1 (0 %)"
"jdk.internal.module.IllegalAccessLogger","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.CharacterToNumberFactory","32 B (0 %)","2 (0 %)"
"sun.reflect.generics.tree.ArrayTypeSignature","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.StringToCollectionConverter","32 B (0 %)","2 (0 %)"
"org.springframework.beans.propertyeditors.FileEditor","32 B (0 %)","1 (0 %)"
"org.apache.coyote.http11.Http11InputBuffer$SocketInputBuffer","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalTimeConverter","32 B (0 %)","2 (0 %)"
"ch.qos.logback.core.subst.Tokenizer$TokenizerState[]","32 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.AbstractClassGenerator$ClassLoaderData","32 B (0 %)","1 (0 %)"
"org.springframework.boot.DefaultApplicationArguments$Source","32 B (0 %)","1 (0 %)"
"java.net.Proxy$Type[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.WebApplicationType[]","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.YearDeserializer","32 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$Qtype[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToInstantConverter","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.CollectionToObjectConverter","32 B (0 %)","2 (0 %)"
"com.sun.beans.util.Cache$Kind[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ByteBufferConverter","32 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.LocalDateTimeDeserializer","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateTimeConverter","32 B (0 %)","2 (0 %)"
"org.thymeleaf.engine.AttributeDefinitions","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$10","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer","32 B (0 %)","1 (0 %)"
"java.util.concurrent.ConcurrentSkipListSet","32 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Accesslog","32 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.TemplateModelController$SkipBody[]","32 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.ReaderEditor","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.InstantFormatter","32 B (0 %)","2 (0 %)"
"java.util.zip.ZipCoder$UTF8ZipCoder","32 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.Encoding","32 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.MethodProxy","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Empty","32 B (0 %)","2 (0 %)"
"java.nio.channels.spi.AbstractSelector$1","32 B (0 %)","2 (0 %)"
"java.time.format.ResolverStyle[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.descriptor.web.LoginConfig","32 B (0 %)","1 (0 %)"
"org.springframework.cglib.proxy.MethodProxy$CreateInfo","32 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.processor.SpringOptionInSelectFieldTagProcessor","32 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.ClassEditor","32 B (0 %)","1 (0 %)"
"org.apache.coyote.http11.Http11OutputBuffer$SocketOutputBuffer","32 B (0 %)","2 (0 %)"
"org.springframework.beans.factory.support.BeanDefinitionDefaults","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer","32 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.TypeMappedAnnotations$Aggregate","32 B (0 %)","1 (0 %)"
"org.apache.coyote.AbstractProtocol$ConnectionHandler","32 B (0 %)","1 (0 %)"
"org.springframework.jmx.export.assembler.MetadataMBeanInfoAssembler","32 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.ArrayToDelimitedStringConverter","32 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.buf.UDecoder","32 B (0 %)","2 (0 %)"
"org.springframework.beans.propertyeditors.PatternEditor","32 B (0 %)","1 (0 %)"
"org.springframework.core.env.MutablePropertySources","32 B (0 %)","2 (0 %)"
"org.springframework.boot.web.server.Compression","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToCharsetConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$InstantToLongConverter","32 B (0 %)","2 (0 %)"
"ch.qos.logback.classic.spi.LoggerContextVO","32 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.SystemEnvironmentPropertyMapper$$Lambda$162.0x0000000800c676a8","32 B (0 %)","2 (0 %)"
"java.util.concurrent.ThreadPoolExecutor$AbortPolicy","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.IdToEntityConverter","32 B (0 %)","2 (0 %)"
"ch.qos.logback.core.spi.FilterReply[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToOffsetDateTimeConverter","32 B (0 %)","2 (0 %)"
"org.apache.catalina.connector.RequestFacade","32 B (0 %)","2 (0 %)"
"org.attoparser.HtmlVoidBodyBlockElement","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToArrayConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToOffsetDateTimeConverter","32 B (0 %)","2 (0 %)"
"java.lang.module.ModuleDescriptor$Version","32 B (0 %)","1 (0 %)"
"org.apache.coyote.ErrorState[]","32 B (0 %)","1 (0 %)"
"org.springframework.context.support.DelegatingMessageSource","32 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandler","32 B (0 %)","2 (0 %)"
"java.util.concurrent.SynchronousQueue","32 B (0 %)","1 (0 %)"
"sun.instrument.InstrumentationImpl","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.NumberToCharacterConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.DateTimeFormatAnnotationFormatterFactory","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.RedirectAttributesMethodArgumentResolver","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.ObjectToArrayConverter","32 B (0 %)","2 (0 %)"
"org.springframework.context.annotation.ConfigurationClassParser$ImportStack","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.CollectionToCollectionConverter","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.StringToLocaleConverter","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration","32 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.web.error.ErrorAttributeOptions$Include[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.http.ConcurrentDateFormat[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StreamConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$LongToInstantConverter","32 B (0 %)","2 (0 %)"
"ch.qos.logback.classic.pattern.LevelConverter","32 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper$MappedHost","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std","32 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.StringToPeriodConverter","32 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.net.SendfileState[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.threads.LimitLatch$Sync","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.scan.StandardJarScanner","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.core.JsonFactory$Feature[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToTimeZoneConverter","32 B (0 %)","2 (0 %)"
"java.util.logging.LogManager$SystemLoggerContext","32 B (0 %)","1 (0 %)"
"sun.management.jmxremote.LocalRMIServerSocketFactory$1","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$8","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$9","32 B (0 %)","1 (0 %)"
"org.attoparser.config.ParseConfiguration$UniqueRootElementPresence[]","32 B (0 %)","1 (0 %)"
"ch.qos.logback.classic.pattern.LineSeparatorConverter","32 B (0 %)","1 (0 %)"
"java.lang.module.ModuleDescriptor$Modifier[]","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$1","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$2","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$3","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$4","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$5","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$6","32 B (0 %)","1 (0 %)"
"sun.security.util.KnownOIDs$7","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalTimeConverter","32 B (0 %)","2 (0 %)"
"org.springframework.cglib.proxy.Enhancer$EnhancerFactoryData","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.YearFormatter","32 B (0 %)","2 (0 %)"
"ch.qos.logback.core.helpers.CyclicBuffer","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.http.SameSiteCookies[]","32 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.CustomMapEditor","32 B (0 %)","1 (0 %)"
"org.apache.coyote.ContinueResponseTiming[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.logging.logback.LogbackLoggingSystem$1","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToInstantConverter","32 B (0 %)","2 (0 %)"
"java.util.ResourceBundle$SingleFormatControl","32 B (0 %)","2 (0 %)"
"java.time.temporal.IsoFields$Field[]","32 B (0 %)","1 (0 %)"
"sun.nio.ch.Util$2","32 B (0 %)","2 (0 %)"
"org.springframework.boot.context.config.ConfigFileApplicationListener","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.util.AccessPattern[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.DelimitedStringToCollectionConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DurationFormatter","32 B (0 %)","2 (0 %)"
"org.springframework.boot.convert.ApplicationConversionService","32 B (0 %)","1 (0 %)"
"org.apache.coyote.http11.filters.VoidOutputFilter","32 B (0 %)","2 (0 %)"
"org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener","32 B (0 %)","1 (0 %)"
"java.text.DontCareFieldPosition","32 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.condition.HeadersRequestCondition","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.FallbackObjectToStringConverter","32 B (0 %)","2 (0 %)"
"java.lang.module.ModuleDescriptor$Requires$Modifier[]","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.LocalDateDeserializer","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ArrayToCollectionConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalDateConverter","32 B (0 %)","2 (0 %)"
"org.springframework.cglib.proxy.Callback[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.descriptor.web.ErrorPage","32 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.ElementDefinitions","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToCurrencyConverter","32 B (0 %)","2 (0 %)"
"org.thymeleaf.model.AttributeValueQuotes[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateConverter","32 B (0 %)","2 (0 %)"
"org.apache.coyote.http11.filters.VoidInputFilter","32 B (0 %)","2 (0 %)"
"org.springframework.core.annotation.TypeMappedAnnotations$IsPresent[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToLocalDateTimeConverter","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentResolver","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.PropertiesToStringConverter","32 B (0 %)","2 (0 %)"
"org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar","32 B (0 %)","1 (0 %)"
"org.springframework.jmx.support.RegistrationPolicy[]","32 B (0 %)","1 (0 %)"
"java.util.concurrent.atomic.LongAdder","32 B (0 %)","1 (0 %)"
"org.springframework.context.expression.MapAccessor","32 B (0 %)","2 (0 %)"
"org.springframework.boot.web.servlet.ServletContextInitializer[]","32 B (0 %)","1 (0 %)"
"java.nio.ByteOrder","32 B (0 %)","2 (0 %)"
"org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.MonthDayDeserializer","32 B (0 %)","1 (0 %)"
"sun.rmi.server.WeakClassHashMap$ValueCell","32 B (0 %)","2 (0 %)"
"org.springframework.boot.task.TaskSchedulerBuilder","32 B (0 %)","1 (0 %)"
"ch.qos.logback.classic.jul.LevelChangePropagator","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToZonedDateTimeConverter","32 B (0 %)","2 (0 %)"
"org.springframework.expression.spel.SpelCompilerMode[]","32 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.ReactiveTypeHandler","32 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.InputSourceEditor","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeAttribute[]","32 B (0 %)","1 (0 %)"
"jdk.internal.module.IllegalAccessLogger$Mode[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties$Reactive","32 B (0 %)","1 (0 %)"
"sun.rmi.transport.tcp.TCPTransport$AcceptLoop","32 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.ConfigurationPropertyState[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.EncodedSolidusHandling[]","32 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.ResponseFacade","32 B (0 %)","2 (0 %)"
"org.thymeleaf.util.ProcessorConfigurationUtils$DocTypeProcessorWrapper","32 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.DelimitedStringToArrayConverter","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.view.BeanNameViewResolver","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.log.UserDataHelper$Config[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ResourceProperties","32 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.StringToDataSizeConverter","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.ObjectToCollectionConverter","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.Jsr310DateTimeFormatAnnotationFormatterFactory","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.ArrayToStringConverter","32 B (0 %)","2 (0 %)"
"org.apache.tomcat.websocket.server.WsWriteTimeout","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$CalendarToLocalDateTimeConverter","32 B (0 %)","2 (0 %)"
"org.apache.tomcat.util.net.AbstractEndpoint$BindState[]","32 B (0 %)","1 (0 %)"
"java.lang.Shutdown$Lock","32 B (0 %)","2 (0 %)"
"org.springframework.cglib.core.WeakCacheKey","32 B (0 %)","1 (0 %)"
"org.springframework.boot.convert.StringToDurationConverter","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.StringToPropertiesConverter","32 B (0 %)","2 (0 %)"
"jdk.net.ExtendedSocketOptions$1","32 B (0 %)","1 (0 %)"
"org.springframework.format.number.NumberFormatAnnotationFormatterFactory","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$ZonedDateTimeToInstantConverter","32 B (0 %)","2 (0 %)"
"org.springframework.beans.propertyeditors.URLEditor","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToBooleanConverter","32 B (0 %)","2 (0 %)"
"java.util.logging.ErrorManager","32 B (0 %)","2 (0 %)"
"com.sun.proxy.$Proxy51","32 B (0 %)","2 (0 %)"
"com.sun.proxy.$Proxy48","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentResolver","32 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy42","32 B (0 %)","2 (0 %)"
"com.sun.proxy.$Proxy18","32 B (0 %)","2 (0 %)"
"java.io.ObjectInputFilter$Status[]","32 B (0 %)","1 (0 %)"
"com.sun.proxy.$Proxy12","32 B (0 %)","2 (0 %)"
"org.springframework.boot.Banner$Mode[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Jetty","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToEnumConverterFactory","32 B (0 %)","2 (0 %)"
"org.springframework.cglib.core.AbstractClassGenerator$Source","32 B (0 %)","2 (0 %)"
"org.apache.catalina.authenticator.AuthenticatorBase$AllowCorsPreflight[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.EnumToStringConverter","32 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.databind.ObjectWriter$GeneratorSettings","32 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.StandardServletEnvironment","32 B (0 %)","1 (0 %)"
"org.springframework.jmx.export.annotation.AnnotationJmxAttributeSource","32 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.databind.ser.std.CalendarSerializer","32 B (0 %)","1 (0 %)"
"java.security.UnresolvedPermission","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.MapToMapConverter","32 B (0 %)","2 (0 %)"
"org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.std.DateSerializer","32 B (0 %)","1 (0 %)"
"java.lang.StringCoding$StringDecoder","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.Acceptor","32 B (0 %)","1 (0 %)"
"sun.util.resources.LocaleData","32 B (0 %)","2 (0 %)"
"sun.rmi.server.UnicastRef2","32 B (0 %)","2 (0 %)"
"jdk.internal.module.ModuleResolution","32 B (0 %)","2 (0 %)"
"java.time.format.DateTimeFormatter[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.C2BConverter","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.descriptor.web.FilterMap[]","32 B (0 %)","1 (0 %)"
"java.security.CodeSigner[]","32 B (0 %)","2 (0 %)"
"org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl","32 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper","32 B (0 %)","1 (0 %)"
"org.attoparser.config.ParseConfiguration$ElementBalancing[]","32 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.mvc.method.annotation.RequestPartMethodArgumentResolver","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ObjectToOptionalConverter","32 B (0 %)","2 (0 %)"
"org.thymeleaf.engine.TemplateData","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ArrayToObjectConverter","32 B (0 %)","2 (0 %)"
"javax.management.remote.JMXServiceURL","32 B (0 %)","1 (0 %)"
"org.attoparser.HtmlVoidAutoOpenCloseElement","32 B (0 %)","1 (0 %)"
"org.springframework.context.support.PropertySourcesPlaceholderConfigurer$1","32 B (0 %)","1 (0 %)"
"org.thymeleaf.cache.StandardCache$CacheEntry","32 B (0 %)","1 (0 %)"
"java.net.InetAddress$CachedLocalHost","32 B (0 %)","1 (0 %)"
"jdk.internal.ref.CleanerImpl","32 B (0 %)","1 (0 %)"
"org.springframework.boot.web.server.MimeMappings","32 B (0 %)","2 (0 %)"
"java.io.WinNTFileSystem","32 B (0 %)","1 (0 %)"
"java.time.format.DateTimeFormatterBuilder$SettingsParser[]","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.Acceptor$AcceptorState[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.StringToNumberConverterFactory","32 B (0 %)","2 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$LocalDateTimeToLocalTimeConverter","32 B (0 %)","2 (0 %)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer","32 B (0 %)","1 (0 %)"
"org.apache.coyote.http11.Http11InputBuffer$HeaderParseStatus[]","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.MultipartProperties","32 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.http.parser.SkipResult[]","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.DateTimeConverters$OffsetDateTimeToLocalTimeConverter","32 B (0 %)","2 (0 %)"
"org.springframework.core.convert.support.IntegerToEnumConverterFactory","32 B (0 %)","2 (0 %)"
"java.time.temporal.JulianFields$Field[]","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.OffsetTimeDeserializer","32 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.CoyoteInputStream","32 B (0 %)","2 (0 %)"
"ch.qos.logback.classic.pattern.MessageConverter","32 B (0 %)","1 (0 %)"
"org.thymeleaf.messageresolver.StandardMessageResolver","32 B (0 %)","1 (0 %)"
"sun.security.provider.PolicyFile","32 B (0 %)","1 (0 %)"
"java.lang.management.MemoryManagerMXBean[]","32 B (0 %)","1 (0 %)"
"org.springframework.context.support.DefaultLifecycleProcessor","32 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.annotation.JsonProperty$Access[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ObjectToObjectConverter","32 B (0 %)","2 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatWebServer","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Pool","32 B (0 %)","1 (0 %)"
"org.springframework.format.datetime.standard.YearMonthFormatter","32 B (0 %)","2 (0 %)"
"java.time.format.FormatStyle[]","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter","32 B (0 %)","2 (0 %)"
"java.io.FileInputStream","32 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.OnEnabledResourceChainCondition","32 B (0 %)","2 (0 %)"
"org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver","32 B (0 %)","2 (0 %)"
"com.example.shortify.ShortifyApplication$$EnhancerBySpringCGLIB$$d632404c","32 B (0 %)","1 (0 %)"
"org.springframework.core.convert.support.GenericConversionService$NoOpConverter","32 B (0 %)","2 (0 %)"
"org.springframework.context.annotation.ConditionEvaluator","32 B (0 %)","2 (0 %)"
"sun.net.www.protocol.file.Handler","32 B (0 %)","2 (0 %)"
"org.springframework.util.ConcurrentReferenceHashMap$Restructure[]","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.annotation.JsonFormat$Features","24 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper$MappedContext","24 B (0 %)","1 (0 %)"
"jdk.internal.jimage.ImageReader","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.Encoding$Type[]","24 B (0 %)","1 (0 %)"
"java.util.Locale$Cache","24 B (0 %)","1 (0 %)"
"jdk.internal.module.ModuleBootstrap$SafeModuleFinder","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Chain","24 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.processor.StandardTranslationDocTypeProcessor","24 B (0 %)","1 (0 %)"
"java.lang.ClassValue$Version","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$NotReactiveWebApplicationCondition","24 B (0 %)","1 (0 %)"
"org.apache.catalina.connector.Connector[]","24 B (0 %)","1 (0 %)"
